City,Family,Genus,Sp2,Sp.merge,native_exotic,pollination_mode,Flowering_months_duration,start_flowering,growth_form_category,plant_height_m,inflorescence,structural_blossom_class,symmetry,nectar,pollen,oil
Pa,Caryophyllaceae,Arenaria,tetraquetra,Arenaria tetraquetra,NA,biotic,NA,NA,herb,0.35,1,stalk_disk,actinomorph,1,1,0
Pa,Papaveraceae,Argemone,albiflora,Argemone albiflora,E,biotic,4,5,herb,1.5,0,dish_bowl,actinomorph,1,1,0
Pa,Papaveraceae,Argemone,mexicana,Argemone mexicana,E,biotic,3,6,herb,0.63,0,dish_bowl,actinomorph,0,1,0
Zu,Asteraceae,Argyranthemum,frutescens,Argyranthemum frutescens,N,biotic,5,5,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Argyranthemum,sp.,Argyranthemum sp.,NA,biotic,NA,NA,herb,NA,1,dish_bowl,actinomorph,NA,NA,NA
Pa,Fabaceae,Argyrocytisus,battandieri,Argyrocytisus battandieri,E,biotic,3,6,shrub,4.5,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Argyrolobium,zanonii,Argyrolobium zanonii,N,biotic,4,3,shrub,0.16,1,flag,sigomorph,1,1,0
Zu,Araceae,Arisaema,sikokianum,Arisaema sikokianum,E,biotic,2,4,herb,0.53,1,NA,,0,0,0
Pa,Iridaceae,Aristea,ecklonii,Aristea ecklonii,E,biotic,NA,NA,herb,0.42,1,dish_bowl,actinomorph,1,1,0
Pa,Iridaceae,Aristea,platycaulis,Aristea platycaulis,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Zu,Aristolochiaceae,Aristolochia,clematitis,Aristolochia clematitis,N,biotic,2,5,herb,1,1,tube,actinomorph,0,0,0
Pa,Plumbaginaceae,Armeria,alpina,Armeria alpina,N,biotic,2,7,herb,0.18,1,bell_trumpet,actinomorph,1,1,0
Pa,Plumbaginaceae,Armeria,canescens,Armeria canescens,n,biotic,4,5,herb,0.38,1,bell_trumpet,actinomorph,1,1,0
Zu,Plumbaginaceae,Armeria,maritima,Armeria maritima,N,biotic,2,5,herb,0.2,1,bell_trumpet,actinomorph,1,1,0
Pa,Plumbaginaceae,Armeria,splendens,Armeria splendens,E,biotic,NA,NA,herb,,1,bell_trumpet,actinomorph,1,1,0
Pa,Brassicaceae,Armoracia,rusticana,Armoracia rusticana,N,biotic,1,5,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Artemisia,abrotanum,Artemisia abrotanum,N,abiotic,4,7,shrub,1,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Artemisia,vulgaris,Artemisia vulgaris,N,abiotic,5,7,herb,2.5,1,brush,no_symmetry,1,1,0
Zu,Asparagaceae,Arthropodium,cirrhatum,Arthropodium cirrhatum,E,biotic,1,5,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Araceae,Arum,italicum,Arum italicum,N,biotic,2,4,herb,0.5,1,NA,no_symmetry,NA,NA,NA
Zu,Rosaceae,Aruncus,dioicus,Aruncus dioicus,N,biotic,2,6,herb,2,1,dish_bowl,actinomorph,1,1,0
Zu,Apocynaceae,Asclepias,incarnata,Asclepias incarnata,E,biotic,4,6,herb,1.35,1,bell_trumpet,actinomorph,1,1,0
Pa,Apocynaceae,Asclepias,purpurascens,Asclepias purpurascens,E,biotic,2,6,herb,0.75,1,bell_trumpet,actinomorph,1,1,0
Zu,Apocynaceae,Asclepias,syriaca,Asclepias syriaca,E,biotic,3,6,herb,2,1,bell_trumpet,actinomorph,1,1,0
Zu,Apocynaceae,Asclepias,tuberosa,Asclepias tuberosa,E,biotic,4,6,herb,0.45,1,bell_trumpet,actinomorph,1,0,0
Pa,Asparagaceae,Asparagus,maritimus,Asparagus maritimus,N,biotic,2,5,herb,0.6,1,bell_trumpet,actinomorph,1,1,0
Pa,Rubiaceae,Asperula,suberosa,Asperula suberosa,NA,biotic,NA,NA,herb,0.07,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Asperula,taurina,Asperula taurina,N,biotic,2,5,herb,0.25,1,dish_bowl,actinomorph,1,1,0
Zu,Rubiaceae,Asperula,tinctoria,Asperula tinctoria,N,biotic,3,6,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Xanthorrhoeaceae,Asphodeline,lutea,Asphodeline lutea,N,biotic,2,5,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Xanthorrhoeaceae,Asphodeline,taurica,Asphodeline taurica,E,biotic,1,4,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Pa,Asphodelaceae,Asphodelus,acaulis,Asphodelus acaulis,E,biotic,2,4,herb,0.13,1,dish_bowl,actinomorph,1,1,0
Pa,Asphodelaceae,Asphodelus,fistulosus,Asphodelus fistulosus,N,biotic,2,4,herb,0.53,1,dish_bowl,actinomorph,1,1,0
Pa,Asphodelaceae,Asphodelus,macrocarpus,Asphodelus macrocarpus,N,biotic,2,4,herb,1.05,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Aster,alpinus,Aster alpinus,E,biotic,3,6,herb,0.23,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Aster,bellidiastrum,Aster bellidiastrum,N,biotic,6,4,herb,0.15,1,dish_bowl,actinomorph,1,1,0
An,Asteraceae,Aster,novae-angliae,Aster novae-angliae,E,biotic,2,8,herb,2.2,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Aster,pyrenaeus,Aster pyrenaeus,N,biotic,3,8,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Astilbe,Arendsii,Astilbe Arendsii,NA,biotic,3,7,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Pa,Saxifragaceae,Astilboides,tabularis,Astilboides tabularis,E,biotic,1,6,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Fabaceae,Astragalus,cicer,Astragalus cicer,N,biotic,3,6,herb,0.5,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Astragalus,glycyphyllos,Astragalus glycyphyllos,N,biotic,2,6,herb,0.2,1,flag,sigomorph,1,1,0
Pa,Fabaceae,Astragalus,onobrychis,Astragalus onobrychis,E,biotic,2,6,herb,,1,flag,sigomorph,1,1,0
Zu,Fabaceae,Astragalus,sempervirens,Astragalus sempervirens,N,biotic,3,5,herb,,1,flag,sigomorph,1,1,0
Zu,Apiaceae,Astrantia,bavarica,Astrantia bavarica,N,biotic,3,6,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Astrantia,carniolica,Astrantia carniolica,N,biotic,2,7,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Astrantia,major,Astrantia major,N,biotic,3,6,herb,1,1,dish_bowl,actinomorph,1,1,0
Zu,Amaranthaceae,Atriplex,hortensis,Atriplex hortensis,N,abiotic,3,7,herb,2.5,1,NA,,0,0,0
Zu,Solanaceae,Atropa,bella-donna,Atropa bella-donna,N,biotic,3,6,herb,0.9,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Aubrieta,deltoidea,Aubrieta deltoidea,N,biotic,2,5,herb,0.15,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Aubrieta,gracilis,Aubrieta gracilis,NA,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Aurinia,petraea,Aurinia petraea,NA,biotic,NA,NA,herb,0.29,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Aurinia,saxatilis,Aurinia saxatilis,N,biotic,2,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Alismataceae,Baldellia,ranunculoides,Baldellia ranunculoides,N,biotic,4,7,herb,0.2,1,stalk_disk,actinomorph,1,1,0
Pa,Lamiaceae,Ballota,hirsuta,Ballota hirsuta,N,biotic,3,5,shrub,1,1,gullet,sigomorph,1,1,0
Po,Lamiaceae,Ballota,nigra,Ballota nigra,N,biotic,5,6,herb,0.9,1,gullet,sigomorph,1,1,0
Pa,Fabaceae,Baptisia,australis,Baptisia australis,E,biotic,2,6,herb,1.5,1,flag,sigomorph,1,1,0
Zu,Brassicaceae,Barbarea,vulgaris,Barbarea vulgaris,N,biotic,2,5,herb,0.9,1,dish_bowl,actinomorph,1,1,0
Zu,Begoniaceae,Begonia,cucullata,Begonia cucullata,E,biotic,NA,NA,herb,1.15,1,dish_bowl,actinomorph,1,1,0
Zu,Begoniaceae,Begonia,glandulifera,Begonia glandulifera,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,1,0
Zu,Begoniaceae,Begonia,sp.,Begonia sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Bellis,perennis,Bellis perennis,N,biotic,10,2,herb,0.05,1,dish_bowl,actinomorph,1,1,0
Antwerp,Berberidaceae,Berberis,aquifolium,Berberis aquifolium,E,biotic,1,4,shrub,1.3,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Berberis,julianae,Berberis julianae,E,biotic,2,5,shrub,2.5,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Berberis,thunbergii,Berberis thunbergii,E,biotic,1,5,shrub,1,1,dish_bowl,actinomorph,1,1,0
Zu,Berberidaceae,Berberis,vulgaris,Berberis vulgaris,N,biotic,2,5,shrub,2,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Bergenia,ciliata,Bergenia ciliata,E,biotic,2,3,herb,0.26,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Bergenia,crassifolia,Bergenia crassifolia,E,biotic,3,2,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Zu,Saxifragaceae,Bergenia,stracheyi,Bergenia stracheyi,E,biotic,2,3,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Berkheya,purpurea,Berkheya purpurea,E,biotic,NA,NA,herb,0.5,1,dish_bowl,actinomorph,1,0,0
Ta,Brassicaceae,Berteroa,incana,Berteroa incana,N,biotic,5,6,herb,0.55,1,dish_bowl,actinomorph,1,0,0
Zu,Amaranthaceae,Beta,vulgaris,Beta vulgaris,E,biotic,3,5,herb,2,1,dish_bowl,actinomorph,1,1,0
Zu,Betulaceae,Betula,alleghaniensis,Betula alleghaniensis,E,abiotic,1,5,tree,21,1,brush,no_symmetry,0,1,0
Zu,Betulaceae,Betula,pendula,Betula pendula,N,abiotic,2,4,tree,20,1,brush,no_symmetry,0,1,0
Zu,Betulaceae,Betula,pubescens,Betula pubescens,E,abiotic,2,4,tree,15,1,brush,no_symmetry,0,1,0
Pa,Asteraceae,Bidens,bipinnata,Bidens bipinnata,E,biotic,2,9,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Bidens,cernua,Bidens cernua,N,biotic,3,8,herb,4,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Bidens,ferulifolia,Bidens ferulifolia,E,biotic,2,8,herb,0.9,1,dish_bowl,actinomorph,1,1,0
An,Asteraceae,Bidens,frondosa,Bidens frondosa,E,biotic,3,8,herb,2,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Bidens,lemmonii,Bidens lemmonii,E,biotic,2,9,herb,0.3,1,dish_bowl,actinomorph,1,1,0
An,Asteraceae,Bidens,pilosa,Bidens pilosa,E,biotic,NA,NA,herb,1.8,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Bidens,sp.,Bidens sp.,NA,biotic,NA,NA,NA,Na,1,dish_bowl,actinomorph,1,1,0
Pa,Bignoniaceae,Bignonia,capreolata,Bignonia capreolata,E,biotic,2,5,climber,13,1,tube,actinomorph,1,0,0
Zu,Brassicaceae,Biscutella,laevigata,Biscutella laevigata,N,biotic,3,5,herb,0.28,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Bituminaria,bituminosa,Bituminaria bituminosa,N,biotic,7,3,herb,0.6,1,flag,sigomorph,1,1,0
Zu,Gentianaceae,Blackstonia,perfoliata,Blackstonia perfoliata,N,biotic,2,7,herb,0.5,1,stalk_disk,actinomorph,0,1,0
Zu,Orchidaceae,Bletilla,striata,Bletilla striata,E,biotic,2,5,herb,0.5,1,gullet,sigomorph,1,1,0
Zu,Urticaceae,Boehmeria,nivea,Boehmeria nivea,E,abiotic,2,9,herb,2,1,NA,no_symmetry,1,1,0
Zu,Boraginaceae,Borago,officinalis,Borago officinalis,N,biotic,6,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Asteraceae,Borrichia,frutescens,Borrichia frutescens,E,biotic,3,6,shrub,0.9,1,dish_bowl,actinomorph,1,0,0
Zu,Nyctaginaceae,Bougainvillea,sp.,Bougainvillea sp.,NA,biotic,NA,NA,climber,NA,NA,NA,,0,0,0
Zu,Asteraceae,Brachyglottis,greyi,Brachyglottis greyi,E,biotic,4,7,herb,1.35,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Brassica,juncea,Brassica juncea,N,biotic,4,6,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Brassica,napus,Brassica napus,N,biotic,2,4,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Brassica,nigra,Brassica nigra,N,biotic,4,6,herb,0.85,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Brassica,oleracea,Brassica oleracea,N,biotic,2,4,herb,2.5,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Brassica,rapa,Brassica rapa,N,biotic,2,4,herb,2.5,1,dish_bowl,actinomorph,1,1,0
Pa,Brassicaceae,Brassica,sp.,Brassica sp.,NA,biotic,NA,NA,herb,NA,NA,dish_bowl,actinomorph,1,1,0
Zurich,Brassicaceae,Brassicaceae,sp.,Brassicaceae sp.,NA,biotic,NA,NA,NA,NA,NA,dish_bowl,actinomorph,NA,NA,NA
Pa,Asparagaceae,Brimeura,amethystina,Brimeura amethystina,N,biotic,3,5,herb,0.18,1,NA,actinomorph,1,0,0
Zu,Solanaceae,Brugmansia,pittieri,Brugmansia pittieri,E,biotic,NA,NA,shrub/tree,,0,bell_trumpet,actinomorph,1,0,0
An,Solanaceae,Brugmansia,sp.,Brugmansia sp.,NA,biotic,NA,NA,shrub/tree,NA,NA,bell_trumpet,actinomorph,1,1,0
Zu,Boraginaceae,Brunnera,macrophylla,Brunnera macrophylla,N,biotic,2,4,herb,0.5,1,stalk_disk,actinomorph,1,1,0
Zu,Cucurbitaceae,Bryonia,cretica,Bryonia cretica,N,biotic,2,6,herb,3,1,dish_bowl,actinomorph,1,1,0
Zu,Cucurbitaceae,Bryonia,dioica,Bryonia dioica,N,biotic,2,6,herb,4,1,dish_bowl,actinomorph,1,1,0
Zu,Scrophulariaceae,Buddleja,davidii,Buddleja davidii,E,biotic,2,7,shrub,5,1,stalk_disk,actinomorph,1,1,0
Pa,Scrophulariaceae,Buddleja,glomerata,Buddleja glomerata,E,biotic,NA,NA,shrub,2.25,1,stalk_disk,actinomorph,1,1,0
Pa,Boraginaceae,Buglossoides,purpurocaerulea,Buglossoides purpurocaerulea,N,biotic,2,5,herb,0.7,1,stalk_disk,actinomorph,1,1,0
Pa,Asphodeloideae,Bulbine,annua,Bulbine annua,E,biotic,2,4,herb,,1,dish_bowl,actinomorph,1,1,0
Ta,Brassicaceae,Bunias,orientalis,Bunias orientalis,N,biotic,4,5,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Apiaceae,Bunium,bulbocastanum,Bunium bulbocastanum,N,biotic,2,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Buphthalmum,salicifolium,Buphthalmum salicifolium,N,biotic,4,6,herb,0.9,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Bupleurum,falcatum,Bupleurum falcatum,N,biotic,3,7,herb,1,1,dish_bowl,actinomorph,1,1,0
Pa,Apiaceae,Bupleurum,fruticosum,Bupleurum fruticosum,E,biotic,3,5,shrub,2,1,dish_bowl,actinomorph,1,1,0
Zu,Butomaceae,Butomus,umbellatus,Butomus umbellatus,N,biotic,3,6,herb,1.55,1,dish_bowl,actinomorph,1,1,0
Pa,Buxaceae,Buxus,balearica,Buxus balearica,N,biotic,2,4,shrub,3,1,brush,no_symmetry,1,1,0
Zu,Buxaceae,Buxus,sempervirens,Buxus sempervirens,N,biotic,2,3,shrub,8,1,brush,no_symmetry,1,1,0
Zu,Cactaceae,Cactaceae,,Cactaceae ,NA,biotic,NA,NA,NA,,NA,NA,actinomorph,NA,NA,NA
Pa,Fabaceae,Caesalpinia,gilliesii,Caesalpinia gilliesii,E,biotic,3,6,shrub,2,1,flag,sigomorph,1,1,0
Zu,Lamiaceae,Calamintha,nepeta,Calamintha nepeta,N,biotic,3,7,herb,0.8,1,gullet,sigomorph,1,1,0
Pa,Calceolariaceae,Calceolaria,integrifolia,Calceolaria integrifolia,E,biotic,NA,NA,herb,1.8,1,gullet,sigomorph,0,1,0
Pa,Calceolariaceae,Calceolaria,sp.,Calceolaria sp.,NA,biotic,NA,NA,herb,NA,NA,gullet,sigomorph,0,1,0
Zu,Asteraceae,Calendula,arvensis,Calendula arvensis,N,biotic,9,4,herb,0.3,1,dish_bowl,actinomorph,1,1,0
Zu,Asteraceae,Calendula,officinalis,Calendula officinalis,E,biotic,3,6,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Pa,Solanaceae,Calibrachoa,parviflora,Calibrachoa parviflora,E,biotic,NA,NA,herb,,0,stalk_disk,actinomorph,1,1,0
An,Solanaceae,Calibrachoa,sp.,Calibrachoa sp.,NA,biotic,NA,NA,herb,NA,NA,stalk_disk,actinomorph,NA,NA,NA
Pa,Araceae,Calla,palustris,Calla palustris,N,biotic,5,5,herb,0.5,1,NA,actinomorph,NA,NA,NA
Zu,Myrtaceae,Callistemon,citrinus,Callistemon citrinus,E,biotic,2,5,shrub,1.2,1,brush,no_symmetry,1,0,0
Pa,Myrtaceae,Callistemon,salignus,Callistemon salignus,E,biotic,2,5,shrub,6.8,1,brush,no_symmetry,1,0,0
Zu,Myrtaceae,Callistemon,sp.,Callistemon sp.,NA,biotic,NA,NA,shrub/tree,NA,NA,brush,no_symmetry,1,0,0
Zu,Asteraceae,Callistephus,chinensis,Callistephus chinensis,E,biotic,3,7,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Ericaceae,Calluna,vulgaris,Calluna vulgaris,N,biotic,3,8,shrub,4.5,1,bell_trumpet,actinomorph,1,1,0
Zu,Ranunculaceae,Caltha,leptosepala,Caltha leptosepala,E,biotic,2,5,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Ranunculaceae,Caltha,palustris,Caltha palustris,E,biotic,3,3,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Calycanthaceae,Calycanthus,chinensis,Calycanthus chinensis,E,biotic,3,4,shrub,2.8,0,dish_bowl,actinomorph,0,0,1
Pa,Calycanthaceae,Calycanthus,floridus,Calycanthus floridus,E,biotic,4,4,shrub,2.4,0,dish_bowl,actinomorph,0,0,1
Zu,Calycanthaceae,Calycanthus,occidentalis,Calycanthus occidentalis,E,biotic,3,6,shrub,2.7,0,dish_bowl,actinomorph,0,0,1
Zu,Convolvulaceae,Calystegia,sepium,Calystegia sepium,N,biotic,4,6,herb,3,0,bell_trumpet,actinomorph,1,1,0
Zu,Asparagaceae,Camassia,leichtlinii,Camassia leichtlinii,E,biotic,2,4,herb,1.05,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Camelina,sativa,Camelina sativa,N,biotic,2,5,herb,0.75,1,dish_bowl,actinomorph,1,1,0
Zu,Theaceae,Camellia,japonica,Camellia japonica,N,biotic,3,5,shrub/tree,3.75,0,NA,actinomorph,1,1,0
Zu,Theaceae,Camellia,sp.,Camellia sp.,NA,biotic,NA,NA,NA,NA,NA,NA,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,alliariifolia,Campanula alliariifolia,E,biotic,2,7,herb,0.7,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,americana,Campanula americana,E,biotic,3,6,herb,1.35,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,barbata,Campanula barbata,N,biotic,3,6,herb,0.25,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,carpatica,Campanula carpatica,N,biotic,3,6,herb,0.5,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,cervicaria,Campanula cervicaria,N,biotic,3,6,herb,0.65,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,cochleariifolia,Campanula cochleariifolia,N,biotic,4,6,herb,0.2,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,fenestrellata,Campanula fenestrellata,N,biotic,3,7,herb,0.2,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,glomerata,Campanula glomerata,N,biotic,4,6,herb,0.4,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,grossekii,Campanula grossekii,N,biotic,2,6,herb,0.75,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,latifolia,Campanula latifolia,N,biotic,2,6,herb,0.9,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,medium,Campanula medium,N,biotic,3,5,herb,0.9,1,bell_trumpet,actinomorph,1,1,0
Ta,Campanulaceae,Campanula,patula,Campanula patula,N,biotic,3,5,herb,0.53,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,persicifolia,Campanula persicifolia,N,biotic,2,6,herb,0.9,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,portenschlagiana,Campanula portenschlagiana,N,biotic,3,6,herb,0.25,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,poscharskyana,Campanula poscharskyana,N,biotic,4,6,herb,0.25,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,rapunculoides,Campanula rapunculoides,N,biotic,4,6,herb,1,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,rapunculus,Campanula rapunculus,N,biotic,3,6,herb,0.65,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,rhomboidalis,Campanula rhomboidalis,N,biotic,3,6,herb,0.48,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,rotundifolia,Campanula rotundifolia,N,biotic,5,5,herb,0.7,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,sarmatica,Campanula sarmatica,E,biotic,2,7,herb,0.38,1,bell_trumpet,actinomorph,1,1,0
An,Campanulaceae,Campanula,sp.,Campanula sp.,NA,biotic,NA,NA,herb,NA,NA,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,spicata,Campanula spicata,N,biotic,3,5,herb,0.48,1,bell_trumpet,actinomorph,1,1,0
Pa,Campanulaceae,Campanula,tommasiniana,Campanula tommasiniana,N,biotic,2,6,herb,0.25,1,bell_trumpet,actinomorph,1,1,0
Zu,Campanulaceae,Campanula,trachelium,Campanula trachelium,N,biotic,3,7,herb,1,1,bell_trumpet,actinomorph,1,1,0
Pa,Bignoniaceae,Campsis,grandiflora,Campsis grandiflora,E,biotic,3,6,climber,10,1,gullet,sigomorph,1,1,0
Zu,Bignoniaceae,Campsis,radicans,Campsis radicans,E,biotic,3,7,climber,10,1,gullet,sigomorph,1,1,0
Antwerp,Leucobryaceae,Campylopus,gracilis,Campylopus gracilis,E,NA,NA,NA,herb,0.07,NA,NA,NA,NA,NA,NA
Pa,Cannaceae,Canna,indica,Canna indica,E,biotic,3,7,herb,1.5,1,NA,sigomorph,1,1,0
Pa,Cannaceae,Canna,sp.,Canna sp.,NA,biotic,NA,NA,herb,NA,NA,NA,sigomorph,1,1,0
Zu,Cannabaceae,Cannabis,sativa,Cannabis sativa,E,abiotic,5,6,herb,2.5,1,NA,no_symmetry,1,1,0
Zu,Brassicaceae,Capsella,bursa-pastoris,Capsella bursa-pastoris,N,biotic,9,3,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Solanaceae,Capsicum,annuum,Capsicum annuum,E,biotic,3,6,herb,2,1,bell_trumpet,actinomorph,1,1,0
Zu,Solanaceae,Capsicum,pubescens,Capsicum pubescens,E,biotic,2,8,herb,4,1,bell_trumpet,actinomorph,1,1,0
Pa,Fabaceae,Caragana,brevispina,Caragana brevispina,E,biotic,4,6,tree,2.5,1,flag,sigomorph,1,1,0
Zu,Brassicaceae,Cardamine,amara,Cardamine amara,N,biotic,3,4,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,bulbifera,Cardamine bulbifera,N,biotic,2,4,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,flexuosa,Cardamine flexuosa,N,biotic,4,5,herb,0.6,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,heptaphylla,Cardamine heptaphylla,N,biotic,2,4,herb,0.4,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,hirsuta,Cardamine hirsuta,N,biotic,5,3,herb,0.3,1,dish_bowl,actinomorph,1,1,0
An,Brassicaceae,Cardamine,impatiens,Cardamine impatiens,N,biotic,3,5,herb,0.8,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,kitaibelii,Cardamine kitaibelii,N,biotic,2,4,herb,0.2,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,pentaphyllos,Cardamine pentaphyllos,N,biotic,2,4,herb,0.5,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,pratensis,Cardamine pratensis,N,biotic,2,4,herb,0.45,1,dish_bowl,actinomorph,1,1,0
Zu,Brassicaceae,Cardamine,x pratensis,Cardamine x pratensis,E,biotic,2,5,herb,0.35,1,dish_bowl,actinomorph,1,1,0
Zu,Sapindaceae,Cardiospermum,grandiflorum,Cardiospermum grandiflorum,E,biotic,NA,NA,climber,10,1,dish_bowl,actinomorph,1,0,0
Zu,Sapindaceae,Cardiospermum,halicacabum,Cardiospermum halicacabum,E,biotic,NA,NA,herb,,1,dish_bowl,actinomorph,1,0,0
Ta,Asteraceae,Carduus,crispus,Carduus crispus,N,biotic,3,7,herb,1.75,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Carduus,defloratus,Carduus defloratus,N,biotic,4,6,herb,0.3,1,brush,no_symmetry,1,1,0
Pa,Asteraceae,Carduus,nutans,Carduus nutans,N,biotic,3,7,herb,0.65,1,brush,no_symmetry,1,1,0
Zu,Asteraceae,Carduus,sp.,Carduus sp.,NA,biotic,NA,NA,herb,NA,1,brush,no_symmetry,1,1,0
Zu,Cyperaceae,Carex,pendula,Carex pendula,N,abiotic,1,6,herb,1.5,1,brush,no_symmetry,0,1,0
Zu,Asteraceae,Carlina,vulgaris,Carlina vulgaris,N,biotic,3,7,herb,0.7,1,dish_bowl,actinomorph,1,1,0
Pa,Fabaceae,Carmichaelia,stevensonii,Carmichaelia stevensonii,E,biotic,NA,NA,herb,9,1,flag,sigomorph,1,0,0
Pa,Hydrangeaceae,Carpenteria,californica,Carpenteria californica,E,biotic,3,5,herb,1.5,1,dish_bowl,actinomorph,1,1,0
Zu,Betulaceae,Carpinus,betulus,Carpinus betulus,N,abiotic,1,5,tree,30,1,brush,no_symmetry,0,1,0
Zu,Betulaceae,Carpinus,laxiflora,Carpinus laxiflora,E,abiotic,1,4,tree,15,1,brush,no_symmetry,0,1,0
