"","sp_richn","fdis","fmpd","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4"
"21_ZHRD_l",6,0.266030548829753,0.291897342480439,0.0376754928999419,0.278207695899445,-0.0876365472389375,0.0615551090408531,-0.0140584205085414,0.00104557187967242
"21_ZHRE_l",8,0.308318629265586,0.329195369504065,0.0550504143700689,0.282219513542567,-0.080549079046843,0.0409163374350109,-0.015671420176962,-0.003052233694331
"21_ZHRF_l",4,0.360252698724258,0.43582849151132,0.0716350519697592,0.309799697468886,-0.0591293702333692,0.0421923963507039,-0.00246820258231461,-0.00385661014546433
"21_ZHUA_l",7,0.324991045477771,0.352251683115498,0.0691624682744462,0.267166406044394,-0.0201465238303236,0.0446152140811437,-0.0183079932452423,0.0238733049390353
"21_ZHUB_l",8,0.40312765331938,0.438856994104585,0.0494220911121853,0.32421884186102,-0.0340973456153999,-0.0161149771265861,0.0492786457014719,0.0145940492765757
"21_ZHUC_l",2,0.148159654049634,0.22423862856122,0.00435766632197698,0.33470076250639,-0.134153879705465,0.0697496692861957,-0.0300401947112532,-0.0028944578633477
"22_BEUB_l",8,0.304565977127033,0.33593920761051,0.0378190859165696,0.29302644009565,-0.0766735257053646,0.0406519244856548,-0.0123751309340404,-0.00639315757784832
"22_BSRD_l",1,0,NA,0.000277316525893153,0.463282455335456,-0.167045085081096,0.140663185670043,-0.0230162850976986,0.00874903793146375
"22_BSRE_l",3,0.160767402680866,0.211006526929986,0.0701853944981652,0.352932166080586,-0.142590098614502,0.0682369434837336,-0.0295180994090643,0.00937372079041446
"22_BSRF_l",2,0.141917379306796,0.214790988200454,0.105020238973067,0.403948779991782,-0.158587308976566,0.091021838307861,-0.0277831679599872,0.023167591057384
"22_BSUA_l",5,0.285028833388987,0.314478598186238,0.00910764316030695,0.255223997037325,-0.076404538534366,0.0542316791088017,-0.0122822943089075,-0.00184987152101457
